review_id,author_playtime_forever,voted_up,votes_up,clean_text
232042042,12.766666666666667,True,0,"""Contra todo o mal conjurado do inferno, nós enviaremos a eles ... SÓ VOCÊ"" Gameplay frenética, centenas de milhares de formas de como estripar e lacerar demônios. Jogo lindo, temática apocalíptica sinistra e lendária. Vale cada centavo e segundo da sua vida dedicado a horas no jogo."
232018936,13.633333333333333,True,0,"- Jogo incrível! Essa é praticamente a primeira vez que jogo um Doom do início ao fim e adorei a experiência. Adorei as ambientações dos mapas, o combate frenético, a trilha sonora incrível, os puzzles, o sistema de upgrades e a história, é tudo muito legal. É bem legal também os easter eggs do Doom clássico. Eu já tinha jogado alguns dos Doom mais antigos antes, mas nunca me aprofundei muito neles, mas um amigo recentemente me convenceu a jogar este, e valeu muito a pena. Sem dúvida, este jogo foi uma ótima experiência para mim e com certeza recomendo. - Amazing game! This is practically the first time I've played an Doom from start to finish and I loved the experience. I loved the maps ambientations, the frenetic combat, the incredible soundtrack, the puzzles, the upgrade system, and the story, it’s all really cool. The easter eggs from classic Doom are also really cool. I've played some of the older Doom games before, but never really delved into them, but a friend recently convinced me to play this one, and it was totally worth it. Without a doubt, this game was a great experience for me and I definitely recommend it."
192090929,11.383333333333333,True,0,"Excelente título, não me perdoo por ter postergado esse jogo por tanto tempo mesmo tendo acesso a ele antes. Talvez tenha sido melhor assim porque tive essa experiência no PC com os melhores gráficos e periféricos. Uma grande obra que eu com certeza rejogaria."
231931424,2.3833333333333333,True,1,muito bom melhor coisa para se faze quando voce esta bravo e joga doom
202812532,40.416666666666664,True,1,"MANO QUE JOGO GOSTOSO meooo, sério, é mt bom guerrear contra os demônios e dps explorar o mapa, vc não sente o tempo passar, não tem coisa o suficiente pra vc se cansar de explorar, mas tbm tem o suficiente pra vc continuar explorando, ou seja, vc se diverte lutando contra os demonios e se diverte achando os colecionáveis e outras coisas, esse jogo deve ser perfeito pra qm quer fazer o 100%."
231864434,16.9,True,0,"melhor jogo de ação que já joguei, ele te deixa tenso mas ao mesmo tempo te diverte de uma maneira que nenhum outro jogo faz"
231863115,20.283333333333335,True,0,"-Chego em casa -Doom ta em promoção de 12,30R$ -Compro -Boto no modo hard de zueira -Mato bixo -Mato mais bixo -Alcanço a espingarda de 2 canos -Fico feliz -Assassino o boss infernal do final do jogo -Zero o jogo e vivo feliz com os 12 reais mais bem gastos na minha vida"
231855421,33.93333333333333,True,0,"<3 Contra todo o mal conjurado do inferno, toda perversidade produzida pela humanidade..., nós enviaremos a eles..., só VOCÊ! Estripar e dilacerar...., até o fim"
230598800,12.8,True,0,"DOOM (2016) é videogame na sua forma mais pura. Não tenta reinventar a roda nem entregar uma narrativa profunda; seu foco é, sem dúvida, a jogabilidade. E nisso ele é simplesmente excelente. A movimentação é frenética, precisa e extremamente satisfatória. O combate é visceral, e a sensação de explodir demônios em mil pedaços ao som de uma trilha sonora absurda é uma das experiências mais divertidas que um FPS pode oferecer. A trilha sonora, aliás, merece destaque: ela eleva cada confronto e combina perfeitamente com a ação desenfreada do jogo. A campanha tem uma duração ideal, chegando bem perto do limite antes de se tornar cansativa. Ainda assim, acho que o jogo escorrega um pouco na progressão. Você desbloqueia praticamente todo o arsenal antes da metade da campanha e, como a história claramente não é o foco, falta aquele incentivo para manter a sensação de novidade até o final. Em alguns momentos, a fórmula acaba ficando um pouco repetitiva. Se você já tem experiência com FPS, recomendo começar em uma dificuldade acima da padrão (""Um Tapinha Não Dói""). Na dificuldade normal o jogo fica fácil demais. Durante toda a campanha devo ter morrido umas cinco vezes, e a maioria dessas mortes nem foi para os demônios, mas por cair de penhascos ou errar algum trecho de plataforma. No fim das contas, DOOM entrega exatamente o que promete: ação intensa, gameplay impecável e uma trilha sonora inesquecível. Desligue o cérebro, aumente o volume e vá massacrar demônios. Sem dúvida, recomendo o jogo e já estou ansioso para jogar as continuações. Nota final: 8/10. Recomendo."
231643069,37.666666666666664,True,1,jogo incrivel sem duvidas um dos melhores da franquia doom vale super apena jogar nos dias de hoje pois os graficos envelheceram bem e a historias e muito empolgante 100/10
